ID	14002_N	14006_N	14007_N	14009_N	14020_N	14021_N	15001_N	15002_N	15005_N	15006_N	16002_N	16010_N	16015_N	16018_N	16021_N	16022_N	16025_N	16031_N	17014_N	17017_N	17024_N	17027_N	17032_N	17039_N	17040_N	17041_N	17043_N	17044_N	17049_N	18001_N	18002_N	18003_N	18004_N	18005_N	18006_N	18007_N	18008_N	18009_N	18010_N	18011_N	18013_N	18014_N	18015_N	18016_N	18017_N	19001_N	19004_N	19005_N	19006_N	19007_N	19008_N	19010_N	19014_N	19021_N	19025_N	19028_N	19032_N	19033_N	19035_N	19036_N	19038_N	19040_N	19041_N	19055_N	19081_N	19082_N	20001_N	20002_N	20004_N	20018_N	20037_N	20054_N	20068_N	20080_N	20082_N	20084_N	20087_N	20089_N	20092_N	20094_N	20095_N	20102_N	20114_N	20115_N	14002_T	14006_T	14007_T	14009_T	14020_T	14021_T	15001_T	15002_T	15005_T	15006_T	16002_T	16010_T	16015_T	16018_T	16021_T	16022_T	16025_T	16031_T	17014_T	17017_T	17024_T	17027_T	17032_T	17039_T	17040_T	17041_T	17043_T	17044_T	17049_T	18001_T	18002_T	18003_T	18004_T	18005_T	18006_T	18007_T	18008_T	18009_T	18010_T	18011_T	18013_T	18014_T	18015_T	18016_T	18017_T	19001_T	19004_T	19005_T	19006_T	19007_T	19008_T	19010_T	19014_T	19021_T	19025_T	19028_T	19032_T	19033_T	19035_T	19036_T	19038_T	19040_T	19041_T	19055_T	19081_T	19082_T	20001_T	20002_T	20004_T	20018_T	20037_T	20054_T	20068_T	20080_T	20082_T	20084_T	20087_T	20089_T	20092_T	20094_T	20095_T	20102_T	20114_T	20115_T
chr18:58216100-58292610/NEDD4L/887	74.9329	71.1137	68.9655	76.4679	74.2196	76.4472	74.8358	77.2398	74.2229	72.1112	75.8088	78.3793	76.4717	64.1739	64.9666	75.6858	67.9702	75.856	78.0228	78.365	69.827	75.2436	68.0869	77.5605	77.7753	66.6145	71.5669	80.8479	78.146	67.854	75.0492	75.65	68.5438	79.3023	78.7407	88.1591	73.7934	68.0249	79.2561	70.5539	72.5121	75.813	74.6449	77.1341	77.1018	77.6334	74.5724	78.7641	70.8898	76.0858	74.6598	77.1138	76.6172	84.0273	71.8712	72.2721	76.6404	75.6039	79.6419	68.8232	73.4004	75.9895	72.6419	76.8309	68.7071	77.8361	72.6107	78.1997	75.1619	71.2471	69.1502	77.671	82.3169	82.16	86.609	72.1422	84.422	69.4873	79.9369	70.7083	77.2144	76.4369	65.2524	78.5615	83.2454	74.8923	78.0042	76.1194	77.7587	75.6575	79.6975	77.6871	78.2043	74.5926	89.5845	79.4553	75.5576	78.5518	77.6495	77.0505	80.2114	67.5984	81.9481	78.2575	74.9517	77.3632	80.751	79.4342	80.0396	65.7814	84.1456	79.6805	80.4242	74.1996	70.6555	76.8294	79.6405	73.8838	75.6695	88.6737	80.9543	84.4293	79.6583	73.5191	81.0923	75.6628	81.7844	76.7137	78.884	77.7657	77.3465	79.5193	77.2218	79.6837	76.9455	78.0083	77.1202	76.3799	77.5529	77.4388	80.9242	77.0262	77.7187	79.4928	84.7536	77.2489	78.6537	82.055	75.5932	79.7531	75.3049	81.2289	71.6283	72.1754	76.6976	80.7015	70.1807	79.2384	78.9135	73.1446	74.9855	79.533	81.9011	76.8269	83.255	71.6449	83.4619	79.743
chr19:48737149-48788444/IZUMO1/1372	64.5552	63.8583	65.6047	69.0679	63.8381	65.9728	63.8043	67.4554	64.0666	62.9036	64.8723	63.7443	58.6003	62.2997	60.2353	67.9353	61.8598	66.8842	67.0708	68.1356	66.199	62.3629	69.1306	63.8746	62.4792	59.9985	60.8735	65.8994	67.635	60.589	63.9368	65.2236	62.7662	65.6288	63.0819	72.2154	62.4021	60.01	63.5497	64.3625	62.9132	62.3641	60.0248	61.5452	64.8718	68.4991	58.765	62.4519	58.7115	65.8332	64.6478	66.0084	63.4066	69.909	59.6026	62.9042	67.3435	63.618	67.8156	61.6215	61.3337	62.5717	65.8221	65.1009	62.6725	66.1936	62.7764	64.7137	62.1509	60.2432	62.3586	65.1052	70.2273	67.6803	72.898	61.8162	70.4631	60.7807	75.1487	68.6271	69.4346	72.3853	63.165	72.545	66.1409	61.4691	58.2187	64.5152	68.1409	62.9301	68.57	68.9728	66.3605	65.4456	67.3545	66.349	62.8086	75.4695	70.1852	67.9119	64.0315	49.6982	68.2782	71.0561	71.1412	57.8133	67.8345	65.2334	69.9193	59.9385	67.3536	68.513	71.2618	65.7034	60.0554	63.6228	70.1287	64.9341	60.998	68.7076	68.2211	67.6998	61.7677	59.6268	68.0535	58.4975	68.6827	65.6728	57.7258	65.8552	57.1879	65.1604	64.3551	65.2055	63.5629	64.7064	50.3782	66.0429	72.1929	61.4247	71.1353	63.7829	62.5245	63.3792	71.2904	59.3055	65.3925	68.279	65.6092	65.2697	62.5568	67.1015	67.2474	67.1775	69.1031	74.2361	57.6042	68.1651	70.9226	66.264	69.9657	70.3353	77.5922	73.0242	72.8296	66.8011	74.9686	74.8221
chr19:48737149-48788444/FUT1/1372	64.5552	63.8583	65.6047	69.0679	63.8381	65.9728	63.8043	67.4554	64.0666	62.9036	64.8723	63.7443	58.6003	62.2997	60.2353	67.9353	61.8598	66.8842	67.0708	68.1356	66.199	62.3629	69.1306	63.8746	62.4792	59.9985	60.8735	65.8994	67.635	60.589	63.9368	65.2236	62.7662	65.6288	63.0819	72.2154	62.4021	60.01	63.5497	64.3625	62.9132	62.3641	60.0248	61.5452	64.8718	68.4991	58.765	62.4519	58.7115	65.8332	64.6478	66.0084	63.4066	69.909	59.6026	62.9042	67.3435	63.618	67.8156	61.6215	61.3337	62.5717	65.8221	65.1009	62.6725	66.1936	62.7764	64.7137	62.1509	60.2432	62.3586	65.1052	70.2273	67.6803	72.898	61.8162	70.4631	60.7807	75.1487	68.6271	69.4346	72.3853	63.165	72.545	66.1409	61.4691	58.2187	64.5152	68.1409	62.9301	68.57	68.9728	66.3605	65.4456	67.3545	66.349	62.8086	75.4695	70.1852	67.9119	64.0315	49.6982	68.2782	71.0561	71.1412	57.8133	67.8345	65.2334	69.9193	59.9385	67.3536	68.513	71.2618	65.7034	60.0554	63.6228	70.1287	64.9341	60.998	68.7076	68.2211	67.6998	61.7677	59.6268	68.0535	58.4975	68.6827	65.6728	57.7258	65.8552	57.1879	65.1604	64.3551	65.2055	63.5629	64.7064	50.3782	66.0429	72.1929	61.4247	71.1353	63.7829	62.5245	63.3792	71.2904	59.3055	65.3925	68.279	65.6092	65.2697	62.5568	67.1015	67.2474	67.1775	69.1031	74.2361	57.6042	68.1651	70.9226	66.264	69.9657	70.3353	77.5922	73.0242	72.8296	66.8011	74.9686	74.8221
chr2:20568308-20651973/GDF7/1375	74.7693	77.2973	76.7842	77.0345	74.9878	76.9729	77.1323	76.7886	77.2297	73.0562	74.1191	75.4473	75.9381	73.5062	76.2723	77.2832	76.0743	75.7606	76.5452	77.3028	80.5542	75.0349	79.8027	74.1804	73.8609	73.568	73.3087	76.3921	77.4875	71.5232	74.6037	75.1797	76.479	78.3712	75.4463	78.74	73.6986	73.0566	75.7068	75.6843	73.1633	75.0688	72.734	74.2025	72.7216	77.2185	72.9125	75.5417	72.3838	74.8454	75.9432	75.3102	75.0691	74.3403	72.9897	73.2282	77.3704	75.2429	74.0773	71.5703	74.8407	73.8875	76.3129	74.8019	75.9797	75.4034	72.9131	72.8814	73.0516	71.433	75.3453	74.6933	78.5095	74.7323	72.606	72.0763	74.6033	74.359	80.0938	79.3579	75.4414	80.9015	74.9469	79.5921	75.9728	73.0945	76.1978	76.9624	77.2459	75.0	77.1333	75.4501	69.5668	76.4173	78.4392	75.5822	76.0245	80.5944	77.5137	80.7985	75.4446	63.1919	80.6179	80.3289	79.6732	74.0182	82.3536	77.9743	76.0932	73.1487	76.7566	78.4176	82.3067	77.227	72.3867	75.5699	78.4549	75.8998	76.5036	79.5302	77.9138	76.8063	74.0165	75.1728	75.8443	71.3706	78.6756	72.1058	74.2489	78.2368	72.7165	75.2309	74.5248	76.6008	74.7631	73.8103	68.2774	76.9123	77.6488	74.0344	76.6172	76.5364	72.6641	78.8543	75.914	67.6599	75.4117	77.9235	75.7254	78.3225	74.8182	77.3757	76.4067	78.3939	78.078	79.2861	75.1576	74.5121	78.847	75.1743	74.8175	77.0012	84.8776	81.4743	75.7287	70.1561	77.3221	83.0268
chr2:102473133-102542794/SLC9A4/599	64.9554	67.2147	65.8654	71.4974	65.7478	72.9987	65.4416	69.2746	70.8381	63.9223	65.0815	65.654	70.0827	61.7101	59.0732	70.2905	61.8035	66.0375	67.919	70.3451	67.9787	65.9825	64.4596	75.6469	73.1047	63.0799	63.427	72.1048	68.5979	61.5228	66.7849	64.8422	63.6156	68.1312	67.1715	83.1736	64.7351	59.2135	67.6407	66.2729	62.7826	66.3456	68.1869	66.4449	75.0299	78.4049	64.2054	70.7429	60.5119	74.0233	67.2005	73.5341	72.4949	79.191	64.9243	62.4198	71.3484	74.1293	72.1047	63.0373	66.1224	74.7277	69.5374	66.8818	68.3924	66.7249	62.3751	68.2173	68.3278	63.7085	64.5948	72.5472	73.861	76.6122	82.6673	65.1241	80.2772	65.9516	73.3551	68.158	77.2731	69.5583	64.1009	77.9723	79.0723	75.0966	68.6737	72.9134	68.8482	74.2017	73.2373	75.3242	78.0069	65.0251	80.5373	69.8083	77.7948	78.7789	78.0123	81.2237	78.2699	67.0523	77.8824	77.2452	70.7385	73.9402	84.4548	69.3557	78.4213	57.3553	75.0	78.0279	73.6953	70.6967	61.8709	77.636	77.2297	66.6345	73.1268	84.1275	76.295	76.919	76.442	69.7617	72.8437	75.3304	75.8431	74.4852	77.3226	79.7502	70.5808	78.7428	68.4923	73.5133	74.8708	75.5012	69.7661	70.1199	72.1034	71.609	77.6119	74.7851	75.6798	76.9613	78.0827	70.1288	76.0891	78.3519	78.649	69.7902	64.4967	76.1469	68.0135	66.2215	73.083	75.0782	68.8459	75.7638	79.0457	70.6739	62.2606	73.1301	77.1981	80.8585	78.7521	74.6847	77.2411	75.4394
chr20:22556254-22587488/FOXA2/911	30.046	30.9754	27.5577	22.7945	29.8467	36.2072	27.9767	25.765	28.9373	25.3686	31.1257	29.7486	25.8797	23.3796	24.1599	30.2248	23.2761	29.706	31.4245	26.8435	32.1729	32.0084	25.2829	26.6871	33.8141	22.9194	24.7147	24.9836	26.6201	18.612	29.3269	27.9532	23.6086	27.7121	35.0554	29.5108	26.4027	22.2439	28.124	26.6347	24.7817	26.8345	28.1574	27.8716	28.0452	35.6811	24.002	33.1968	24.3755	33.5741	30.5123	22.348	25.1486	9.4343	20.2126	24.4518	26.428	26.6759	25.9521	20.0082	23.5194	25.3013	19.7276	27.9419	20.4878	27.2115	25.434	30.3278	19.806	21.1713	22.3394	28.2913	35.2091	19.1722	14.4808	29.4178	14.0178	24.7198	26.3091	26.9383	30.9902	33.8208	27.3246	36.2107	35.2453	31.3782	34.7289	32.3873	27.2526	49.1845	30.9152	34.0795	51.2837	26.804	44.1438	25.9746	47.3957	24.1198	30.7716	54.3035	20.2865	31.086	35.1328	32.0888	27.2355	31.1585	48.7197	28.4672	31.5348	22.9958	21.719	21.4957	39.5784	30.5326	22.4106	25.8085	31.2213	29.4188	31.8695	29.8836	19.593	25.5328	39.2345	23.2131	44.7937	33.4418	29.5371	36.7861	31.2987	39.7897	29.3831	46.024	24.1715	27.2937	31.9828	30.0664	33.3521	23.7605	24.5853	28.8573	31.2648	23.8088	38.1955	46.5326	19.7218	41.4148	29.5765	24.689	45.707	44.501	33.7926	28.7879	31.2843	25.7001	37.9522	31.2179	28.046	18.3917	25.0068	29.6167	31.1832	26.0547	63.4747	53.52	20.9782	45.1426	17.4699	44.4306
chr20:31661584-31724234/TPX2/801	72.0952	76.4237	75.3352	78.0668	73.8891	72.3503	69.6171	75.4871	73.0658	75.7648	74.0438	70.9683	61.127	72.2608	69.9789	79.7827	72.7435	73.7154	71.8229	75.9513	74.4699	75.8724	76.2323	68.6829	69.909	72.2349	66.9914	74.9135	71.5156	64.4327	73.2572	70.6458	71.566	72.926	68.5235	75.8415	70.3647	64.8943	71.9466	72.6464	68.9628	69.8088	69.6125	69.8656	70.5541	72.7323	69.7198	70.0463	69.9692	70.1781	71.363	71.0625	69.9033	75.7992	68.1866	68.7118	75.2869	67.469	69.8594	69.4823	67.0911	69.0891	73.2102	71.6901	72.8708	74.3967	69.0169	69.8656	72.8219	66.7516	68.5614	72.9119	71.746	71.6242	76.1993	67.7439	73.7383	69.6175	83.6395	81.4972	74.6662	84.4217	71.2675	82.3939	74.0961	64.6931	73.0089	70.1186	76.1768	72.9714	74.7546	78.2554	74.1542	77.7504	71.4273	72.4904	78.7426	84.6886	77.3186	81.4098	74.4434	58.9867	78.7039	79.7993	81.6139	69.2494	79.6006	77.1259	73.7372	74.6474	72.2476	71.3102	79.3224	76.0701	63.7169	71.5887	79.4023	72.156	68.1661	77.0944	76.3638	72.6101	67.7532	69.1311	73.1469	68.648	74.1533	74.7579	71.1302	73.1688	71.7423	69.1656	69.1497	71.04	67.4305	71.7793	67.7556	72.2833	72.2288	66.8864	72.9962	73.5452	68.6728	68.4247	73.5792	73.0204	69.6012	73.85	65.8604	74.5988	66.486	72.241	72.5881	73.9679	79.3476	81.8741	67.9552	73.0819	75.4801	77.7036	79.6824	77.5809	87.9566	75.7824	78.9799	67.419	79.8009	81.886
chr20:31661584-31724234/BCL2L1/801	72.0952	76.4237	75.3352	78.0668	73.8891	72.3503	69.6171	75.4871	73.0658	75.7648	74.0438	70.9683	61.127	72.2608	69.9789	79.7827	72.7435	73.7154	71.8229	75.9513	74.4699	75.8724	76.2323	68.6829	69.909	72.2349	66.9914	74.9135	71.5156	64.4327	73.2572	70.6458	71.566	72.926	68.5235	75.8415	70.3647	64.8943	71.9466	72.6464	68.9628	69.8088	69.6125	69.8656	70.5541	72.7323	69.7198	70.0463	69.9692	70.1781	71.363	71.0625	69.9033	75.7992	68.1866	68.7118	75.2869	67.469	69.8594	69.4823	67.0911	69.0891	73.2102	71.6901	72.8708	74.3967	69.0169	69.8656	72.8219	66.7516	68.5614	72.9119	71.746	71.6242	76.1993	67.7439	73.7383	69.6175	83.6395	81.4972	74.6662	84.4217	71.2675	82.3939	74.0961	64.6931	73.0089	70.1186	76.1768	72.9714	74.7546	78.2554	74.1542	77.7504	71.4273	72.4904	78.7426	84.6886	77.3186	81.4098	74.4434	58.9867	78.7039	79.7993	81.6139	69.2494	79.6006	77.1259	73.7372	74.6474	72.2476	71.3102	79.3224	76.0701	63.7169	71.5887	79.4023	72.156	68.1661	77.0944	76.3638	72.6101	67.7532	69.1311	73.1469	68.648	74.1533	74.7579	71.1302	73.1688	71.7423	69.1656	69.1497	71.04	67.4305	71.7793	67.7556	72.2833	72.2288	66.8864	72.9962	73.5452	68.6728	68.4247	73.5792	73.0204	69.6012	73.85	65.8604	74.5988	66.486	72.241	72.5881	73.9679	79.3476	81.8741	67.9552	73.0819	75.4801	77.7036	79.6824	77.5809	87.9566	75.7824	78.9799	67.419	79.8009	81.886
chr21:34362450-34386513/KCNE2/371	63.381	61.924	64.5106	74.4942	65.5738	76.1369	64.4737	72.0441	71.3024	59.7328	65.8513	67.4717	68.7208	54.576	54.7457	66.2022	56.8225	67.7012	68.1607	73.1739	62.9069	67.1635	58.3478	80.557	76.3065	54.8588	57.5433	73.4221	69.2491	54.1395	60.2313	66.5797	58.4481	75.4872	66.7817	80.1506	64.065	55.2758	66.5557	60.4038	60.1061	69.1795	66.0633	68.7775	75.8221	77.4194	62.7305	78.1264	56.8278	74.4042	70.2213	73.7722	72.5131	83.9271	58.1504	59.8999	73.3645	68.6553	73.1596	60.4949	63.5514	73.7612	67.3418	66.6813	59.9696	71.0064	65.665	68.6783	63.6452	58.1103	63.2016	71.2177	77.7458	78.8453	89.5125	63.3613	85.6551	60.4363	76.9536	60.5843	82.2842	68.4478	57.599	78.2456	80.4955	76.0734	80.1478	75.9902	70.4918	74.8395	76.049	74.692	73.4779	65.5987	84.3057	69.5021	69.3916	80.7151	73.3398	65.6676	73.4088	73.1794	83.9303	73.6182	71.2128	69.358	82.7719	70.9555	84.3475	51.5891	81.8009	82.0713	77.4149	67.9602	58.3996	76.2519	76.1882	64.6274	67.7887	81.6414	80.8995	81.4799	72.8357	62.6263	82.7983	65.3194	79.5929	81.23	72.2717	71.9551	73.46	83.2061	70.2079	74.392	77.8832	75.0	72.5399	71.9315	71.9476	79.4315	83.8482	67.6715	75.9625	78.8004	83.9055	76.6046	76.7977	80.9967	79.1171	70.583	69.7519	76.8906	63.0118	68.4299	75.4743	76.1222	67.5853	77.5217	78.594	75.7375	74.9649	79.3732	82.0867	84.0532	83.959	70.9552	83.865	79.989
chr22:46730704-46775618/TBC1D22A/1004	60.7958	67.3013	65.7641	64.6741	63.4894	62.8214	62.3938	67.7123	59.0545	62.2124	63.6392	62.7892	62.8024	60.9389	62.2785	67.7041	60.9427	63.0742	61.5523	67.3448	68.5607	61.7025	68.9576	61.7436	61.7321	63.8076	59.3683	68.1055	63.6409	61.3518	64.5935	64.0423	63.8929	64.5059	63.5634	69.2565	61.3983	61.3181	66.0615	64.7296	63.7612	62.3408	65.7739	61.4449	59.1644	65.7561	60.5333	58.5731	60.9967	63.8587	65.0772	63.6977	62.8434	66.4859	63.2382	63.3668	67.5286	64.9138	62.3707	59.7336	63.7007	62.7313	62.3039	64.4653	64.6274	62.956	58.8431	63.4569	65.2147	62.445	63.8643	60.8202	63.8988	65.8754	68.3841	59.1794	67.3035	63.5506	69.3664	67.1913	62.069	70.1862	63.9603	65.8566	64.5292	63.1486	66.579	64.4376	62.7928	62.7407	64.7131	66.2894	68.1676	64.5309	66.4737	63.4659	63.9125	67.1766	66.5002	61.3593	64.2434	54.5731	69.6081	67.4309	67.7778	60.9464	60.4081	62.0063	65.1664	61.0461	67.4791	66.4714	71.586	65.6981	59.9623	64.3548	65.4876	62.277	64.7514	71.2713	66.0193	63.3488	58.0086	65.4319	69.8773	60.6118	68.224	62.6654	59.1599	66.2547	62.9051	66.2639	63.7978	62.5094	60.5475	62.4617	58.6444	65.165	68.3405	62.3474	66.6991	68.8976	60.6703	61.1853	69.6233	66.3404	65.4344	67.5615	64.999	62.2707	63.1843	64.5089	67.0262	64.9387	68.6876	66.1193	62.9307	66.4012	63.0706	65.102	66.9948	69.9984	77.0323	70.8674	68.6373	63.9101	70.6229	74.981
chr3:184556789-184583544/EPHB3/752	52.6726	55.7578	45.0121	46.4202	54.8951	42.5212	52.4325	55.6416	43.6496	45.349	54.1422	55.1378	46.3297	44.2579	48.7388	54.6774	50.988	59.2427	54.489	56.9248	54.2975	53.07	50.8946	48.3385	44.4992	47.9355	50.3303	57.4187	56.6142	44.6486	51.7142	53.0801	46.898	59.0215	57.8597	65.1645	53.7614	45.7403	52.0667	49.6843	49.3473	48.4779	46.3397	48.8132	37.9372	50.7526	47.8345	46.4019	48.2182	49.6726	52.8884	45.2101	49.8312	61.1111	48.308	52.2239	55.9556	48.4375	53.4125	45.5708	51.6485	41.7399	53.4138	53.7087	50.1703	53.8606	45.6377	60.499	47.1577	48.7619	53.1629	48.9344	52.8814	57.5926	51.7134	52.1153	56.6437	47.7025	65.0595	53.1367	49.8082	61.9883	43.3188	54.669	57.8568	55.5732	59.7332	59.4456	58.8252	51.1519	55.8419	58.0913	54.8747	52.9088	62.9749	55.4916	61.6969	53.8793	58.0962	56.646	54.8057	48.7855	59.3314	56.3352	55.0212	52.577	59.6089	48.1611	56.7998	49.0707	55.94	58.8557	64.0822	46.327	43.3145	54.6575	56.3716	53.1151	51.7096	66.2628	62.0015	59.0888	52.0405	49.1843	57.4306	50.8438	54.3276	49.8702	46.4506	52.6636	55.0076	36.4056	56.3948	59.3704	51.5249	55.1338	49.3921	57.8058	60.9066	55.3872	63.266	46.8564	54.5124	57.3574	62.9738	58.5029	50.5409	54.0446	59.8227	63.9306	54.5069	55.4549	55.3501	49.8782	61.9873	64.6566	39.8122	59.8574	54.0816	67.5743	72.2712	63.1405	75.8348	73.3522	55.8862	64.9891	69.7203	70.8458
chr4:40446285-40586070/RBM47/1767	82.7097	79.8637	80.4617	83.7369	81.4249	80.7441	81.2711	83.0265	80.1466	81.5935	82.6045	82.6008	80.2957	78.6585	76.8505	82.8616	79.0631	83.4141	84.067	83.3562	79.5706	82.2726	78.2106	80.6708	80.7058	79.4936	79.6251	84.7984	82.5072	77.8696	81.2756	81.927	80.3407	83.9366	81.754	86.2627	80.4324	79.3886	81.8934	81.7937	81.2432	79.5955	80.3199	80.6436	78.983	82.1546	79.9495	82.025	80.9177	81.2138	80.2933	81.0917	82.7006	87.4933	79.4446	80.2392	82.9555	81.5776	82.9954	78.1318	80.4462	80.1869	82.9827	82.327	80.7951	83.0019	79.2501	80.3064	79.5187	79.3058	80.0309	81.623	84.2781	85.1045	89.2372	81.2588	86.908	80.1326	84.6814	79.9542	80.782	82.7399	75.4417	81.9931	84.1037	81.1932	85.1121	80.7569	81.6075	79.6554	83.5136	81.3735	79.8946	83.0195	87.7805	83.8377	81.9573	83.2557	80.7111	82.1969	82.6535	72.7734	83.7103	83.8204	83.2427	79.8393	85.0076	83.6233	85.715	77.1974	85.5519	80.6147	85.3445	81.1339	78.947	81.8148	83.4785	80.9124	81.0013	86.1316	84.6426	85.9632	80.1651	81.9868	84.034	78.6144	84.8725	80.8917	79.2179	84.1989	82.1178	78.4961	82.8217	84.1024	81.2814	79.8893	80.9658	81.3513	82.4625	80.2614	73.2706	80.5834	77.5026	75.628	85.5677	82.7098	82.0624	84.0946	85.2212	83.5401	78.1334	82.868	80.1909	81.94	81.7015	84.2243	70.5543	83.8662	82.8159	77.4632	85.2177	83.3404	85.5362	79.5257	86.4597	80.1794	86.07	84.192
chr5:75020032-75054936/GCNT4/520	54.0139	55.4433	53.5405	54.2886	56.8157	53.3519	48.9509	57.3944	57.7419	49.2347	52.6471	44.6862	40.3303	49.8319	46.1688	58.5492	47.2374	49.2756	47.3652	52.1711	59.7472	49.1414	53.3898	54.3237	47.4299	48.5268	45.5042	50.0467	53.6818	45.0022	48.2353	55.3174	49.6417	55.5108	51.1594	57.0841	46.1211	46.8553	53.3894	57.0116	46.105	45.2804	49.338	48.4075	53.2348	62.8222	48.3184	53.2625	47.9658	54.3698	56.8074	52.2099	52.1785	54.5429	49.8619	49.645	54.3008	54.3973	52.7536	47.2846	47.3197	47.2583	47.9034	55.1154	45.4316	50.799	45.6629	45.3621	56.54	47.6691	46.328	55.1827	57.0669	54.2831	62.8179	44.8438	58.2579	52.6908	69.9929	65.4667	64.7645	62.0449	59.028	74.3222	54.704	52.8021	61.8217	54.2503	59.0704	55.5171	58.515	52.2406	50.5592	53.1669	62.5944	51.2817	65.8869	60.1201	66.0445	61.7306	56.0416	47.1917	60.2787	59.1498	62.3955	52.3468	71.1538	53.1686	55.8278	51.4274	50.4526	54.92	62.8349	61.2207	45.4991	57.9548	63.9062	51.2213	53.1569	58.229	60.3161	51.2845	49.8682	49.9252	60.025	53.3663	55.7264	49.3681	50.7	50.9733	52.791	61.3518	49.5722	54.9218	50.5703	59.9804	50.2644	49.3236	56.8253	57.2722	56.1414	53.2689	53.8984	58.2803	51.2584	50.1661	53.1744	57.3647	53.4061	50.2088	49.6433	53.4075	52.3648	54.2457	60.825	65.4825	51.7319	58.9037	65.472	59.2348	68.2889	66.9497	73.1335	75.3593	75.1736	49.5323	66.9538	68.7851
chr5:98768105-98788140/RGMB/505	28.4157	14.7487	16.0477	23.5091	29.9238	18.3635	21.9294	27.7981	20.2133	16.439	23.0214	20.9028	14.2124	14.8969	15.5606	24.6475	15.7856	23.4984	22.9584	26.0459	16.6006	21.2704	11.9022	21.7949	14.6195	11.744	15.588	25.0329	24.4768	10.7382	17.2619	25.4438	11.5077	27.583	25.2574	30.1979	19.034	12.6529	22.3778	17.5578	16.0767	19.9842	18.7419	15.91	18.0614	26.3022	18.9638	16.2997	17.5179	22.4331	18.8774	15.0669	20.0381	10.8707	13.0696	15.2887	21.3872	19.712	21.2745	14.3942	15.5739	14.3881	19.1417	19.879	17.9192	24.6711	18.1803	22.5357	17.6987	14.3323	15.0503	21.8727	27.0339	27.0856	14.236	21.3778	17.1417	15.1764	28.1384	28.7166	29.4949	36.5978	12.6153	29.0434	25.4006	20.1261	27.252	26.5597	30.1561	21.8113	27.2088	29.8993	29.6201	26.7265	27.9257	23.0744	28.6532	24.2408	28.7831	27.6054	19.9848	22.1635	32.5945	29.9838	29.7	20.8162	33.1626	26.8347	19.6725	6.7707	24.7968	29.3702	29.1032	21.1959	13.0716	27.4266	27.6365	23.8346	27.0492	31.2818	26.2429	24.6478	22.378	18.0387	28.1661	18.9592	25.461	18.1545	23.227	26.9896	24.4291	32.1579	20.0037	24.8889	24.0034	27.018	23.0717	22.5778	27.4793	24.5054	22.4799	19.0722	24.1095	18.0378	28.1553	23.2572	23.0863	28.2062	25.9386	22.4755	26.3263	24.9189	15.3524	21.235	32.6638	38.1052	21.5244	27.4937	29.6204	33.5404	33.4901	41.4137	48.4419	43.5572	35.5191	37.142	40.9832	44.2533
chr7:1076036-1144766/GPR146/2473	80.1458	80.7455	77.5172	81.5496	79.6158	84.8578	81.927	82.3446	80.5047	74.6079	80.0917	82.2227	81.023	72.6723	73.6739	81.635	73.5235	81.7916	81.317	82.9963	84.9877	80.5138	77.9668	81.5847	81.5697	72.7066	75.8878	81.205	82.1482	72.4206	82.3657	82.2246	79.4774	82.0738	81.6838	87.8458	78.3594	73.9189	81.6976	76.4981	78.1168	83.3047	82.5463	81.9377	80.3272	82.3367	78.9987	82.0027	77.5656	82.9839	83.3323	81.8987	81.295	82.9644	76.3558	76.4711	83.2131	82.0609	82.0207	72.8835	77.2275	80.2141	79.3447	79.9491	73.6556	81.6825	77.3726	81.5269	76.5437	76.0208	73.7677	81.3315	85.815	82.0649	81.9778	76.7705	82.8616	77.2627	86.0892	80.7469	81.2436	83.7655	77.8471	85.9475	86.8532	82.3474	84.0735	82.3671	81.4069	85.0642	83.2639	83.2144	84.3131	79.3216	78.8312	82.2596	82.636	85.8376	84.3882	85.8122	83.9885	78.5703	85.2933	85.0612	81.4547	82.6007	83.7326	82.2566	83.655	76.1574	83.4029	85.4958	87.0871	81.0228	75.8661	81.9418	84.4822	80.5855	85.1571	88.3976	84.1737	84.7466	83.9904	80.7026	85.4974	84.9466	85.7042	81.5324	80.9437	82.6018	81.0073	84.6243	81.3642	82.7255	83.7289	84.5288	79.5607	84.5437	83.4996	81.479	78.6755	82.6454	81.9069	86.2202	85.3265	76.7576	83.1237	84.7374	81.6128	86.3342	80.6609	84.7499	79.4222	77.4451	85.4413	85.8845	81.0866	80.6265	82.3405	82.2776	83.9114	83.001	89.6982	86.7828	82.6412	80.6597	83.8998	86.435
